pixel	charge_cc_ff	charge_averagewf_ff
1008	0.9558297	0.96094286
1009	0.9500815	0.93512833
1010	0.98627776	0.9903181
1011	0.9620519	0.97122747
1012	0.9772917	0.97061265
1013	0.9742851	0.94579947
1014	1.007138	1.0283592
1015	1.0039455	1.0008637
1016	0.9504346	0.9296194
1017	0.8580959	0.8101456
1018	1.2592366	1.2636737
1019	0.9077349	0.89341027
1020	0.99305135	0.9841905
1021	0.9901534	0.95204586
1022	0.9778512	0.9503322
1023	0.94920766	0.94164747
1024	0.94807386	0.9668839
1025	1.3219315	1.3950399
1026	0.92930794	0.87125695
1027	0.95039153	0.9185225
1028	0.9827862	0.95269847
1029	0.9651166	0.9473654
1030	1.0678171	1.0543226
1031	0.9898535	0.96240115
1032	0.9772842	0.9530026
1033	1.0024272	1.0064616
1034	0.9614019	0.91837925
1035	0.98635274	0.958218
1036	1.0073934	0.94837147
1037	0.9933302	0.9790839
1038	1.0005561	0.9860748
1039	1.0206709	1.0112021
1040	0.9821568	0.9536942
1041	0.9997251	0.9311443
1042	1.003605	0.98325044
1043	1.038223	1.0158004
1044	1.0546204	1.01611
1045	1.0330299	0.95546556
1046	1.0513637	1.0038459
1047	1.0521202	1.0142876
1048	1.0361996	0.98247653
1049	1.8192608	1.8284159
1050	0.8513639	0.81935453
1051	0.83504933	0.7825517
1052	1.0081372	0.9501231
1053	0.9517254	0.9023892
1054	1.02475	0.97048867
1055	0.95765746	0.943396
1056	0.9790946	0.9696845
1057	1.0131108	1.0254918
1058	0.96392107	0.93478227
1059	1.061606	0.9852052
1060	1.0020943	0.96675265
1061	1.0047601	0.9784585
1062	1.0010839	0.96860075
1063	1.0044272	0.9735051
1064	0.9660438	0.92086834
1065	0.9650178	0.93792456
1066	0.9768638	0.94000465
1067	0.9906386	0.9832609
1068	0.9939025	0.98501194
1069	1.0157105	0.99068534
1070	0.94298303	0.901116
1071	1.0033789	0.9589491
1072	1.0238684	0.9673257
1073	1.0550759	0.9869431
1074	1.0386647	1.0037676
1075	1.0362093	1.0075569
1076	1.0224382	0.9747351
1077	1.1029779	1.0351697
1078	1.0132408	0.9788172
1079	1.0435365	0.9990543
1080	1.0878258	1.0219814
1081	1.0857927	1.0058278
1082	1.0819868	1.0267742
1083	1.0492817	0.9841051
1084	1.0779094	1.014818
1085	1.0925608	1.0135852
1086	1.0957179	1.0358288
1087	1.0488687	1.0091971
1088	0.97015744	0.9875928
1089	0.9309534	0.93387955
1090	0.9773922	0.94017386
1091	0.9823463	0.97395205
1092	0.80721503	0.7902138
1093	0.8612711	0.8459151
1094	1.6049203	1.6351798
1095	0.92067343	0.89088804
1096	0.98252624	1.0029345
1097	0.9294825	0.9389247
1098	0.924111	0.899867
1099	0.98190534	0.9863187
1100	0.9215666	0.88694775
1101	0.9590463	0.94757754
1102	0.97281164	0.9796068
1103	0.98368096	0.9915195
1104	0.913334	0.90007627
1105	1.0195162	0.97013086
1106	1.0365223	1.0293895
1107	0.9702052	0.96135986
1108	1.0322565	1.0110863
1109	1.0132898	0.9517856
1110	1.0318836	1.0067376
1111	1.0777488	1.0542196
1112	0.9726214	0.95139027
1113	1.0284942	1.0259178
1114	0.9874968	0.98828936
1115	1.0338625	1.0166823
1116	0.9765024	0.96918076
1117	1.0411319	1.0231013
1118	0.9461728	0.91463125
1119	0.9594229	0.95917404
1120	0.9744587	0.99176043
1121	0.99046594	1.0210953
1122	0.94836265	0.94361347
1123	0.95358074	0.90798384
1124	0.9881464	0.9919542
1125	0.93982965	0.91214144
1126	0.97032726	0.97036487
1127	0.965646	0.9340729
1128	1.0292734	0.9925842
1129	1.0009371	0.98336816
1130	1.0177807	0.9990114
1131	1.083715	1.085616
1132	1.0604031	1.0870312
1133	1.0019425	0.9975475
1134	0.9802605	0.9752287
1135	1.0268972	1.0079253
1136	0.98316735	0.96022004
1137	1.0715079	1.0379932
1138	0.96378183	0.9398159
1139	0.97979176	0.96445465
1140	1.060192	1.0187538
1141	1.0578876	0.9945641
1142	0.9982504	0.9876547
1143	1.085801	1.0557655
1144	1.0384272	0.9902949
1145	1.0176657	0.9510363
1146	1.0102768	0.97678757
1147	1.0075188	0.9630721
1148	1.0619164	1.0169092
1149	1.1145495	1.0433238
1150	1.066014	1.0105351
1151	1.0611014	1.0154107
1152	0.93444055	0.9578349
1153	0.9740334	0.99499154
1154	0.95244384	0.9198824
1155	0.96179014	0.9561596
1156	0.8865062	0.87174714
1157	0.9058714	0.89270747
1158	1.1782542	1.1799213
1159	0.8948081	0.87277603
1160	1.0153183	1.0201786
1161	0.9968536	1.0179962
1162	0.94081885	0.91311145
1163	1.0053967	0.9932479
1164	1.0026134	0.9593317
1165	1.0159703	1.0220603
1166	0.9914349	0.98791146
1167	0.9850122	0.9884138
1168	0.9736199	0.9718865
1169	0.9620811	0.9387121
1170	0.9460272	0.9574536
1171	0.9914609	1.0002104
1172	0.9979347	0.9825401
1173	1.016631	0.9756126
1174	1.0315568	1.0120986
1175	0.99430466	0.9750373
1176	1.0016164	0.986175
1177	1.0595204	1.0536206
1178	0.97892946	0.9719544
1179	1.0142851	0.98610497
1180	1.0046726	0.99237037
1181	1.0757554	1.0527399
1182	0.97720015	0.9574851
1183	0.97540945	0.96977985
1184	0.99247676	0.9910865
1185	0.97018903	1.007633
1186	0.9996182	1.0115204
1187	0.97908944	0.9347504
1188	0.96692604	0.9496046
1189	0.9923916	0.9726751
1190	1.011021	1.005054
1191	0.99887097	0.9870115
1192	0.9518139	0.91228515
1193	0.99225885	0.9744164
1194	0.9700735	0.94330597
1195	0.97942334	0.97226816
1196	0.9993585	1.005166
1197	1.0375596	1.0489584
1198	0.9517901	0.93479455
1199	0.98524207	0.97208637
1200	0.9849144	0.95983756
1201	1.020149	0.98413056
1202	1.0181986	0.99469966
1203	1.0111841	1.0056683
1204	1.0204489	0.98172754
1205	0.9728637	0.94410586
1206	1.0086344	0.98791176
1207	0.967348	0.96368283
1208	1.0617951	1.0205426
1209	1.0473646	0.98121655
1210	1.0521907	1.0222414
1211	0.998313	0.9589045
1212	0.9896693	0.9522488
1213	1.1034796	1.0439999
1214	1.0204277	0.9807894
1215	1.0606185	1.0252289
1216	0.9672124	1.0047556
1217	1.0261042	1.0506139
1218	0.9778969	0.93920946
1219	0.9734157	0.96381646
1220	1.0126616	1.022321
1221	0.9914014	0.9963123
1222	1.0296279	1.0253052
1223	0.9900304	0.97530943
1224	0.9787837	0.9957397
1225	0.96769214	0.9785333
1226	0.9546466	0.93466103
1227	1.0009743	1.0146518
1228	1.0160408	0.9732998
1229	0.9662331	0.9604868
1230	0.9760153	0.97776985
1231	0.9803768	0.9926459
1232	0.9983945	1.0051689
1233	0.94713646	0.91270536
1234	0.959439	0.96111053
1235	0.97978526	0.9604382
1236	1.0119696	0.9858091
1237	1.0652995	1.0172538
1238	1.0111619	0.9953582
1239	1.0065339	0.98449254
1240	0.99381447	0.975631
1241	0.99025095	0.9819681
1242	0.971669	0.9801516
1243	0.9312692	0.91827506
1244	1.0118545	0.9955855
1245	1.008528	0.9767431
1246	0.98616225	0.9585958
1247	0.98857796	0.9927284
1248	0.9400391	0.951127
1249	1.0109162	1.0438493
1250	0.98832417	0.9868136
1251	1.0075152	0.9689838
1252	0.97696435	0.97534305
1253	0.97853136	0.97320074
1254	1.0028719	1.0113952
1255	1.0145714	0.9998934
1256	0.96754134	0.92983204
1257	0.99288046	0.9952868
1258	0.9581372	0.93759775
1259	0.95334905	0.951681
1260	0.9663317	0.9827657
1261	0.9534736	0.95116526
1262	0.9426078	0.9329169
1263	0.9548688	0.931275
1264	0.94730973	0.92632467
1265	0.99116415	0.95982003
1266	0.9314235	0.91569465
1267	0.9642451	0.95333314
1268	1.0283252	1.0030366
1269	1.0297775	0.97171074
1270	1.0249169	1.0185984
1271	1.0479249	1.024453
1272	1.0523744	1.010779
1273	1.0670779	0.9974639
1274	1.0649173	1.027417
1275	1.0847825	1.0498111
1276	0.96513546	0.94193166
1277	1.0532215	1.0100626
1278	1.0194868	0.9922082
1279	1.0675558	1.0384043
1280	0.99754506	1.0144901
1281	0.96357495	0.96937126
1282	0.9854469	0.95820254
1283	1.0437646	1.0400352
1284	0.9908897	0.9742971
1285	0.9798051	0.98233944
1286	0.9773197	0.96442384
1287	0.99315596	0.9635645
1288	1.0262631	1.0406429
1289	1.0097901	1.0111573
1290	1.0016515	0.9531967
1291	1.0238755	1.005425
1292	1.0360647	0.9887667
1293	0.9574105	0.9688135
1294	1.0202014	1.0113271
1295	0.99341536	0.9936901
1296	0.9107939	0.9046349
1297	0.9417866	0.89600414
1298	0.9732686	0.9762965
1299	0.9886191	0.97780305
1300	0.9953396	0.96931386
1301	0.9898366	0.94912225
1302	1.0079392	0.98217005
1303	0.98021406	0.95523125
1304	1.0048769	0.9891411
1305	1.0190822	1.0102211
1306	0.9845855	0.99753016
1307	1.0101035	0.9939689
1308	1.0424287	1.0264143
1309	1.0390013	1.0204468
1310	1.0371947	0.9980041
1311	1.0152284	1.0218494
1312	0.9663748	0.96065694
1313	1.0608354	1.0869876
1314	0.9986408	0.9834168
1315	0.95322376	0.9134068
1316	1.0073248	1.0000004
1317	0.94080454	0.92119116
1318	1.0062706	1.0090461
1319	0.98881716	0.95839024
1320	1.012839	0.9795902
1321	1.0654037	1.0602171
1322	1.027365	1.0160632
1323	0.9878525	0.9717093
1324	0.986472	0.9900632
1325	0.94833004	0.93425274
1326	0.9082813	0.89890337
1327	0.94645154	0.9060803
1328	0.98084	0.96453995
1329	0.9917861	0.9584427
1330	0.950886	0.9429919
1331	0.9862673	0.98075473
1332	1.0150006	0.9942806
1333	1.035579	0.98457927
1334	1.0279449	1.0291231
1335	1.0348855	1.0121591
1336	1.0193815	0.9801367
1337	1.0316718	0.9819141
1338	1.0366338	1.0074096
1339	0.9896924	0.95234585
1340	1.0984533	1.0636542
1341	1.1143817	1.0585344
1342	1.0850003	1.0376801
1343	1.0621108	1.0458862
1344	1.0278008	1.0299519
1345	1.0334349	1.0198958
1346	1.0490167	0.99200517
1347	1.033574	1.009987
1348	1.030483	0.9984444
1349	1.012376	0.9757176
1350	1.0435662	1.0043135
1351	0.98181343	0.9375982
1352	0.9875789	0.9762737
1353	1.0164241	1.0132617
1354	0.98110014	0.9408494
1355	0.95053804	0.9272067
1356	1.000244	0.9296867
1357	1.0143348	0.9767431
1358	1.0316753	1.0164827
1359	0.9525953	0.9192608
1360	1.01737	0.9704564
1361	1.0153229	0.9418485
1362	1.0279394	1.002095
1363	1.0334504	0.9899147
1364	1.0057992	0.9495968
1365	1.0058478	0.929953
1366	1.0392076	0.9721612
1367	1.0307717	0.9802789
1368	1.0469302	0.9913119
1369	1.1162846	1.0765276
1370	1.063696	1.0409104
1371	1.0330827	0.9797185
1372	1.0639892	1.0245196
1373	1.0307647	0.9916537
1374	1.0461289	0.9886413
1375	0.9928025	0.96905905
1376	0.94202065	0.94695264
1377	0.98055005	0.9874259
1378	1.0408291	1.0178419
1379	0.9556185	0.9083515
1380	0.87686837	0.8423498
1381	1.5556412	1.5677816
1382	0.9377318	0.91252816
1383	0.9182876	0.8736042
1384	0.9477571	0.88429797
1385	1.0172012	0.99283594
1386	1.0150688	0.98263156
1387	0.95195454	0.9217013
1388	0.9859013	0.9840848
1389	0.97527677	0.9442421
1390	0.9731554	0.93254226
1391	0.9950407	0.9430938
1392	0.96343476	0.9264576
1393	1.0308647	0.9886025
1394	1.0349525	0.9870398
1395	1.0748872	1.0408081
1396	1.090114	1.0276787
1397	1.1222057	1.046559
1398	1.0931801	1.0600196
1399	1.0360477	1.0007325
1400	1.0593861	0.98938817
1401	1.0703018	0.9804691
1402	1.0582006	1.0073636
1403	1.0387195	0.9750811
1404	1.0581901	0.99733543
1405	1.1445755	1.070812
1406	1.1241473	1.061349
1407	1.0831143	1.030873
1408	0.965004	0.9832141
1409	0.955057	0.956496
1410	0.9498671	0.895823
1411	0.97608614	0.9610792
1412	0.974754	0.95511264
1413	0.9336666	0.9239262
1414	0.8980395	0.89771265
1415	1.0034628	0.96783805
1416	0.9522488	0.9401496
1417	1.1091043	1.0925107
1418	1.0294881	0.96303976
1419	0.92956537	0.9014912
1420	1.1002048	1.0249442
1421	0.96146977	0.95447975
1422	0.968227	0.9566975
1423	0.9390975	0.91666824
1424	0.85357195	0.82362294
1425	0.826812	0.77255887
1426	0.9240918	0.880994
1427	2.2065043	2.408587
1428	0.9220268	0.898672
1429	0.9997438	0.95399857
1430	1.0413985	0.9908972
1431	0.98332924	0.9359034
1432	0.7857937	0.75460666
1433	0.8517803	0.8248915
1434	2.1711895	2.3404408
1435	0.8421364	0.8032911
1436	0.942363	0.91579163
1437	0.9846934	0.9407622
1438	1.0427114	0.9971742
1439	0.95346004	0.9285822
1440	0.9622344	0.94418603
1441	0.9781357	0.99421966
1442	1.0151203	0.97931707
1443	1.0113914	0.9499287
1444	0.97023034	0.942138
1445	0.99462765	0.9584153
1446	0.9622291	0.9566722
1447	0.952499	0.9144231
1448	0.97086537	0.91669476
1449	0.96998286	0.94962287
1450	0.92763895	0.88919246
1451	0.9514728	0.942452
1452	0.9548256	0.95582056
1453	0.95035326	0.91988385
1454	0.96735317	0.9392265
1455	1.0312564	0.9726069
1456	0.9469301	0.917136
1457	1.0363245	0.99514484
1458	0.95620036	0.9147126
1459	0.9642398	0.9438787
1460	1.0591925	0.9976635
1461	1.0509536	0.9773504
1462	1.0331055	1.0164113
1463	1.0281197	0.9812785
1464	1.040677	0.98308843
1465	1.0059688	0.93644357
1466	1.1026149	1.0603647
1467	1.0835255	1.0360135
1468	0.9757127	0.91944665
1469	1.0720811	0.9899127
1470	1.0408616	0.97895956
1471	1.055902	1.0113224
1472	0.9885583	0.99535435
1473	1.016248	1.0172983
1474	0.92538303	0.87748957
1475	1.0117816	0.99127
1476	0.9982524	0.9748294
1477	0.96081173	0.9563472
1478	0.9569047	0.93980753
1479	1.0400157	0.99708563
1480	0.99642164	0.9967533
1481	1.0952213	1.098496
1482	0.9548263	0.91996735
1483	0.9824003	0.9674221
1484	1.0643715	1.003317
1485	0.9552019	0.9463976
1486	0.97275746	0.9523413
1487	0.9497295	0.93746835
1488	0.9738687	0.96628267
1489	1.0886633	1.0296911
1490	1.022468	1.0296831
1491	0.996782	0.98305494
1492	0.96827817	0.93654037
1493	0.9667382	0.9216145
1494	1.1026621	1.0627611
1495	0.9851989	0.95319474
1496	1.0468163	1.0093292
1497	0.91733706	0.9031335
1498	0.9688718	0.95413274
1499	1.0374622	1.0089853
1500	0.98831296	0.9530459
1501	0.99884003	0.96758443
1502	0.9548272	0.9214051
1503	0.94095826	0.93097275
1504	1.020858	1.0398033
1505	1.0447313	1.0686362
1506	1.0161431	1.0030859
1507	1.0623754	0.9987735
1508	0.9725311	0.9471466
1509	1.0172061	0.9823921
1510	0.9931494	0.9921916
1511	0.9869909	0.9594316
1512	0.96242285	0.9108424
1513	1.026631	1.0200149
1514	0.995186	0.9723357
1515	1.0014232	0.9799224
1516	1.0734627	1.0865238
1517	0.9889828	0.97038114
1518	0.98285353	0.95368874
1519	0.9204998	0.8808049
1520	0.9172647	0.88844794
1521	0.9466388	0.90765214
1522	0.96837455	0.93890977
1523	1.0090576	0.9856595
1524	1.0263884	0.9793917
1525	1.0133839	0.9467199
1526	0.95877457	0.9350257
1527	1.031806	0.98940295
1528	1.0376966	0.97948676
1529	1.0203518	0.9396068
1530	1.4653049	1.4141507
1531	0.96650505	0.9245835
1532	1.0637261	1.014563
1533	1.0870229	1.0137722
1534	1.0652221	1.0184911
1535	1.0124472	0.9714261
1536	0.9727655	0.99083114
1537	0.9561116	0.95389783
1538	0.98097783	0.93336743
1539	0.9970898	0.97413826
1540	1.003039	0.98883986
1541	1.0114361	1.0051175
1542	0.9872547	0.96291286
1543	1.0460548	1.0220218
1544	0.98031735	0.9877809
1545	1.0205595	1.0212457
1546	0.9872915	0.9419919
1547	0.9349605	0.9289185
1548	1.0275494	0.97249055
1549	0.97632927	0.96251506
1550	0.9664921	0.9640027
1551	0.9512903	0.95365214
1552	0.9756416	0.9708555
1553	1.0211391	0.9682586
1554	0.97358644	0.94954
1555	1.0097092	0.99861777
1556	0.9998266	0.9613977
1557	1.0454111	0.9832612
1558	1.0613754	1.0250407
1559	1.0411521	0.99363464
1560	0.9950411	0.9640799
1561	1.0134685	0.9771791
1562	0.9512736	0.93574154
1563	0.97413445	0.94823074
1564	1.0417291	1.00012
1565	1.0628918	1.0320663
1566	1.0060205	0.9561217
1567	0.9972998	0.9955157
1568	0.9885444	1.0010622
1569	1.0473346	1.0822419
1570	1.014996	0.99893165
1571	1.0132164	0.98443675
1572	0.980205	0.9673883
1573	1.0085952	0.98669535
1574	0.9930109	1.0015246
1575	1.0136206	0.97608554
1576	0.99271667	0.9487075
1577	0.9767787	0.9822073
1578	1.0686476	1.0575972
1579	1.00823	0.99073607
1580	0.99672025	1.0145999
1581	0.96845055	0.95189923
1582	1.0024314	0.99087715
1583	0.96122205	0.92376
1584	1.016136	0.9682555
1585	1.0588466	1.0131869
1586	1.0283455	0.99833167
1587	1.011695	0.993338
1588	1.0415426	0.9989395
1589	1.0420423	0.9631653
1590	1.0781564	1.0579921
1591	1.0390794	0.98856914
1592	1.1104206	1.0638334
1593	1.0841261	1.0209454
1594	1.0737051	1.0344421
1595	1.0865659	1.0365223
1596	1.0560622	0.990663
1597	1.1025971	1.044913
1598	1.0988508	1.0398808
1599	1.0734133	1.0353392
1600	0.9930685	1.0219783
1601	0.9737119	0.9731371
1602	0.98131716	0.9580154
1603	1.0024074	0.9999787
1604	0.9433497	0.9384287
1605	0.99408674	0.99748546
1606	1.0458524	1.0418055
1607	0.9572759	0.9422129
1608	1.0076419	1.0111881
1609	0.9901126	0.99743575
1610	0.9638889	0.9321362
1611	0.9627056	0.95359844
1612	1.0104973	0.96771044
1613	1.006631	0.9998446
1614	0.97116786	0.9618009
1615	0.94111776	0.9327592
1616	1.0154345	0.99787897
1617	1.0395123	0.98357373
1618	1.0101026	1.0024154
1619	1.0231444	1.0082661
1620	0.9780278	0.9466605
1621	0.9728638	0.92671365
1622	1.0169836	0.98741865
1623	1.0560074	1.0235782
1624	1.0141807	0.97972
1625	0.9946153	0.9736542
1626	0.9978831	0.981722
1627	0.9951046	0.95641726
1628	1.0620441	1.0456175
1629	1.0760096	1.0527445
1630	1.0508205	1.0113882
1631	0.9968417	0.996542
1632	0.9527944	0.9591073
1633	0.9730307	1.0049049
1634	0.99415433	0.98899406
1635	0.96527946	0.9168088
1636	0.9378259	0.92520535
1637	1.0147138	0.99939203
1638	0.99426526	0.9846553
1639	1.0538114	1.0393336
1640	0.99739903	0.94840837
1641	1.0628204	1.0640898
1642	0.9956947	0.97627205
1643	0.9455055	0.93312764
1644	1.009737	1.0287768
1645	0.9797512	0.975781
1646	1.0288422	1.0211778
1647	0.9534312	0.9310472
1648	0.9797914	0.95199955
1649	1.0111306	0.9687549
1650	1.0442567	1.004829
1651	0.99867076	0.9815332
1652	0.98571455	0.94543123
1653	1.0230286	0.9622325
1654	0.96575016	0.9510258
1655	0.97829205	0.9464019
1656	1.0655031	1.0028445
1657	0.9958757	0.9238751
1658	1.0034188	0.97405905
1659	1.0383272	0.9914881
1660	1.0416093	1.0031652
1661	1.1228752	1.0663351
1662	1.0113356	0.96994627
1663	1.083437	1.059938
1664	0.9928739	1.0168016
1665	0.992082	0.9985339
1666	1.0237958	0.9891021
1667	1.0087445	1.0036232
1668	0.99318117	0.9880473
1669	0.9763806	0.9826294
1670	0.97235256	0.9706697
1671	1.0348629	1.0404363
1672	1.0083473	1.0192648
1673	1.0483799	1.0565329
1674	0.9488297	0.92189974
1675	0.9316918	0.93498653
1676	0.95650405	0.91561264
1677	0.9537464	0.93788314
1678	0.96531516	0.96231276
1679	0.95811254	0.9607014
1680	0.9452782	0.9434602
1681	0.98430896	0.93390065
1682	0.96871036	0.9746693
1683	0.9587354	0.95768505
1684	1.0412501	1.0126283
1685	0.99976367	0.96938497
1686	1.007058	0.99037796
1687	1.0523593	1.039961
1688	1.0096338	0.9913655
1689	0.9965512	0.9799898
1690	0.97689503	0.9712885
1691	0.99887663	0.9750368
1692	1.0090408	0.99624974
1693	1.0209783	1.0108606
1694	1.0018408	0.99285215
1695	0.93803096	0.94851905
1696	0.98357064	0.98378605
1697	1.0003622	1.0118015
1698	0.9942786	0.97844183
1699	1.0001887	0.95197177
1700	0.96316826	0.9559319
1701	1.0436562	1.0246207
1702	1.0408702	1.028149
1703	1.0046462	0.98322177
1704	1.0115947	0.9747801
1705	1.0783018	1.0688951
1706	1.0540484	1.0367296
1707	1.011149	1.0064765
1708	1.0279037	1.0423039
1709	0.99200946	0.98421407
1710	0.98866755	0.95569307
1711	0.9537348	0.92437685
1712	0.9756397	0.9589603
1713	1.047719	1.0135915
1714	1.0192348	1.003773
1715	1.0802838	1.0783939
1716	0.9600017	0.92867917
1717	1.0098823	0.96694124
1718	0.98282284	0.97965014
1719	1.061061	1.0436708
1720	1.0631555	1.0268079
1721	1.0302125	0.9857881
1722	1.0624171	1.0481818
1723	1.0966299	1.0763392
1724	1.054301	1.0255201
1725	1.0718156	1.0361528
1726	1.0999982	1.0651772
1727	1.0186957	1.0112623
1728	0.98277074	0.9973909
1729	0.98640555	0.9951248
1730	0.9227404	0.87719065
1731	0.9599091	0.9375732
1732	1.001513	0.97377264
1733	0.9543057	0.93657416
1734	1.0245504	0.9982122
1735	1.0063146	0.9689259
1736	0.9885514	0.9883912
1737	0.97242	0.9823137
1738	0.9282196	0.88577497
1739	0.968495	0.95503104
1740	0.95636636	0.90562594
1741	0.9873355	0.9764381
1742	0.9640676	0.95984924
1743	1.0068235	0.98927766
1744	1.046492	1.0222514
1745	1.0137881	0.96539223
1746	0.9843782	0.9702571
1747	1.0139745	0.9993037
1748	0.9941051	0.9565746
1749	1.0374174	0.96678835
1750	1.1331025	1.0863432
1751	1.0025387	0.9688224
1752	0.9932449	0.96102256
1753	1.0345219	1.0089817
1754	1.0226386	1.0065465
1755	1.0168512	0.98513085
1756	1.033966	1.0045735
1757	1.030552	0.98738694
1758	1.0509056	1.0086647
1759	1.0033147	0.9897452
1760	0.97325104	0.98255104
1761	0.9641808	0.9760461
1762	0.9668535	0.946637
1763	0.99734426	0.9420242
1764	0.66354823	0.63253725
1765	1.0	1.0
1766	0.7546568	0.7269211
1767	1.0154428	0.9818322
1768	1.0606349	1.0097251
1769	0.9506624	0.9137369
1770	0.9830188	0.949822
1771	0.97427243	0.94983345
1772	1.0494692	1.0643817
1773	0.93491745	0.9114815
1774	1.0037545	0.98162663
1775	0.9110097	0.8829573
1776	0.984543	0.9533133
1777	1.0376354	0.99778557
1778	0.99702185	0.9609614
1779	0.9803633	0.95924056
1780	1.1179147	1.0630935
1781	1.0646297	0.9897427
1782	1.0398861	1.023405
1783	1.0498308	1.0145379
1784	1.0952713	1.0449624
1785	1.0846262	1.0109956
1786	1.0728664	1.0358504
1787	1.1093659	1.061393
1788	1.0353978	0.98676455
1789	1.0603244	1.0049194
1790	1.061476	1.0102811
1791	1.0376843	1.0071977
1792	0.9356111	0.9395631
1793	1.0303056	1.0418388
1794	1.0240436	0.9731977
1795	1.008279	0.9688914
1796	1.0067388	0.97895324
1797	0.97620964	0.95775926
1798	1.0113721	1.0009055
1799	1.0283405	0.96954995
1800	0.9831132	0.9859793
1801	0.98544806	0.989772
1802	0.9553047	0.9041288
1803	0.9760304	0.94728136
1804	1.0172393	0.9514991
1805	0.995533	0.9727594
1806	0.99333286	0.96071714
1807	0.92764467	0.9168078
1808	0.9383197	0.88822985
1809	1.022049	0.96009284
1810	1.0491437	1.015314
1811	1.0099674	0.99012685
1812	1.0	1.0
1813	1.0	1.0
1814	1.0	1.0
1815	1.0	1.0
1816	1.0396434	1.0027457
1817	1.013437	0.9869665
1818	1.0211989	0.9996922
1819	0.98135287	0.9451175
1820	1.040071	1.0012084
1821	0.9925733	0.9537331
1822	0.97887874	0.93377155
1823	0.99313813	0.97353584
1824	0.86105376	0.8689016
1825	0.97153616	0.98673326
1826	0.9246855	0.90337497
1827	0.99816483	0.9385164
1828	0.647542	0.60815555
1829	1.0	1.0
1830	0.7658561	0.7375861
1831	0.7545347	0.7096966
1832	1.0185878	0.97075266
1833	0.9377985	0.90365374
1834	0.98968893	0.9607938
1835	0.9501805	0.9158586
1836	1.0303682	1.0561194
1837	0.91967905	0.91460776
1838	0.9596766	0.93179303
1839	0.9118049	0.86891717
1840	0.8714037	0.8481549
1841	1.2282532	1.1980273
1842	0.83701426	0.8102222
1843	0.88536596	0.8625427
1844	0.9794182	0.94182086
1845	1.0034405	0.940293
1846	0.96912205	0.9638265
1847	0.9437103	0.91127825
1848	1.0332171	0.9734849
1849	1.0197026	0.9347535
1850	1.0326563	0.9887201
1851	1.0095688	0.9634836
1852	0.9352929	0.89628184
1853	0.9435613	0.89511245
1854	1.0027809	0.93685174
1855	0.99233264	0.95522773
1856	0.9611761	0.9794572
1857	0.9481104	0.94852996
1858	0.9632571	0.9110094
1859	0.9880991	0.9748779
1860	0.92816293	0.8925948
1861	0.96833247	0.94487834
1862	1.0579149	1.0416481
1863	0.9674158	0.9479433
1864	1.00997	1.0072454
1865	0.99204934	0.98485076
1866	1.0033017	0.9544865
1867	0.9611042	0.93250614
1868	0.8657041	0.7968682
1869	1.6656333	1.7640907
1870	0.8804761	0.84793216
1871	0.8144254	0.78644127
1872	0.89192945	0.87575847
1873	0.9322814	0.8798061
1874	1.183479	1.2166054
1875	0.9654493	0.94978565
1876	0.96164834	0.93089616
1877	1.0100348	0.9379035
1878	0.98406476	0.96031046
1879	1.0290294	0.9897225
1880	0.9755355	0.9490125
1881	1.0146233	0.9930302
1882	1.0025061	0.9941993
1883	0.98966515	0.9616298
1884	1.0713731	1.0447028
1885	1.0233864	0.987968
1886	0.9917364	0.9487129
1887	0.96400523	0.9579725
1888	0.9786179	0.9847685
1889	0.9673777	0.98436993
1890	1.0352404	1.008313
1891	1.0285184	0.9642208
1892	0.97873765	0.95467794
1893	1.0308791	1.0144501
1894	0.9806558	0.96816874
1895	1.0104544	0.9833861
1896	1.0140246	0.9581676
1897	0.99835646	0.9891935
1898	0.9924146	0.95050555
1899	0.99345165	0.9850041
1900	0.98656523	0.98608845
1901	1.0085763	0.98938954
1902	0.9873159	0.95436734
1903	0.9694968	0.9189256
1904	0.9461457	0.9159788
1905	1.016634	0.97969055
1906	0.991458	0.9512876
1907	0.97873604	0.9502029
1908	1.0003651	0.9466882
1909	0.9971432	0.92649305
1910	1.0512209	1.0224717
1911	1.0348971	0.99237657
1912	1.0607426	1.0066359
1913	1.0838356	0.99906445
1914	1.0374228	0.9983438
1915	0.9851819	0.9347923
1916	1.0408597	0.97959584
1917	1.0318519	0.97322935
1918	1.0337294	0.98008865
1919	1.0006955	0.9676988
1920	0.92698467	0.94432616
1921	0.9817179	0.9811905
1922	0.95566267	0.9075101
1923	1.0029892	0.9858086
1924	0.9900449	0.9754344
1925	0.97681206	0.96893907
1926	0.994265	0.97522825
1927	0.9567959	0.9362571
1928	1.0667114	1.0889494
1929	0.92630476	0.91706556
1930	0.9123693	0.87127423
1931	1.0861955	1.0904279
1932	0.98388124	0.9105347
1933	0.9404652	0.9166978
1934	1.1363589	1.148915
1935	1.0779388	1.0938212
1936	0.9536798	0.9434196
1937	0.92690855	0.88399655
1938	0.94976205	0.9405847
1939	1.0094231	0.99782634
1940	0.9823751	0.95623446
1941	1.0570216	0.9935403
1942	1.0547714	1.0125653
1943	0.99709606	0.95935386
1944	0.85911965	0.8318239
1945	1.4110703	1.4421113
1946	0.8580021	0.84182614
1947	0.82185876	0.7969305
1948	0.9754125	0.9480965
1949	0.98841417	0.9427845
1950	1.0073326	0.9653742
